imagen_path,width,height,formato,modo,bits
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/01_Descongel/00003_descongelACE.JPEG,265,601,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/01_Descongel/00005_descongelACE.JPEG,510,1181,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/01_Descongel/00019_descongelACE.JPEG,244,579,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/01_Descongel/00031_descongelACE.JPEG,234,395,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/01_Descongel/00028_descongelACE.JPEG,215,512,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/01_Descongel/00034_descongelACE.JPEG,218,380,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/01_Descongel/00004_descongelACE.JPEG,270,585,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/01_Descongel/00018_descongelACE.JPEG,523,1221,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/01_Descongel/00030_descongelACE.JPEG,308,934,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/01_Descongel/00029_descongelACE.JPEG,215,494,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/01_Descongel/00001_descongelACE.JPEG,92,202,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/01_Descongel/00035_descongelACE.JPEG,394,759,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/02_MKAcetaminofen/00012_mkACE.JPEG,538,747,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/02_MKAcetaminofen/00003_mkACE.jpeg,434,598,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/02_MKAcetaminofen/00006_mkACE.jpeg,332,640,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/02_MKAcetaminofen/00020_mkACE.JPEG,521,600,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/02_MKAcetaminofen/00017_mkACE.JPEG,1157,1263,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/02_MKAcetaminofen/00010_mkACE.JPEG,521,708,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/02_MKAcetaminofen/00001_mkACE.jpeg,222,431,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/02_MKAcetaminofen/00018_mkACE.JPEG,472,567,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/02_MKAcetaminofen/00004_mkACE.jpeg,291,509,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/02_MKAcetaminofen/00015_mkACE.JPEG,555,600,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/02_MKAcetaminofen/00022_mkACE.JPEG,428,579,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/02_MKAcetaminofen/00007_mkACE.jpeg,320,759,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/02_MKAcetaminofen/00021_mkACE.JPEG,1066,1249,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/02_MKAcetaminofen/00016_mkACE.JPEG,597,629,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/02_MKAcetaminofen/00009_mkACE.jpg,735,883,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/02_MKAcetaminofen/00013_mkACE.JPEG,1077,1422,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/02_MKAcetaminofen/00002_mkACE.jpeg,226,421,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/02_MKAcetaminofen/00019_mkACE.JPEG,507,592,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/02_MKAcetaminofen/00005_mkACE.jpeg,546,905,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/02_MKAcetaminofen/00014_mkACE.JPEG,551,617,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/02_MKAcetaminofen/00023_mkACE.JPEG,442,588,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/02_MKAcetaminofen/00008_mkACE.jpeg,735,883,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/02_MKAcetaminofen/00011_mkACE.JPEG,504,684,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/04_SanafenAcetaminofen/00012_sanafenACE.JPEG,499,399,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/04_SanafenAcetaminofen/00004_sanafenACE.JPEG,570,447,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/04_SanafenAcetaminofen/00003_sanafenACE.JPEG,559,439,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/04_SanafenAcetaminofen/00015_sanafenACE.JPEG,1142,819,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/04_SanafenAcetaminofen/00002_sanafenACE.JPEG,558,426,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/04_SanafenAcetaminofen/00014_sanafenACE.JPEG,538,415,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/04_SanafenAcetaminofen/00013_sanafenACE.JPEG,550,397,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/04_SanafenAcetaminofen/00005_sanafenACE.JPEG,1147,925,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/04_SanafenAcetaminofen/00019_sanafenACE.JPEG,822,788,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/04_SanafenAcetaminofen/00016_sanafenACE.JPEG,471,446,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/04_SanafenAcetaminofen/00011_sanafenACE.JPEG,953,896,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/04_SanafenAcetaminofen/00008_sanafenACE.JPEG,1173,876,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/04_SanafenAcetaminofen/00007_sanafenACE.JPEG,560,421,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/04_SanafenAcetaminofen/00010_sanafenACE.JPEG,462,434,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/04_SanafenAcetaminofen/00009_sanafenACE.JPEG,327,487,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/04_SanafenAcetaminofen/00006_sanafenACE.JPEG,234,415,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/04_SanafenAcetaminofen/00018_sanafenACE.JPEG,384,392,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/04_SanafenAcetaminofen/00001_sanafenACE.JPEG,539,432,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/04_SanafenAcetaminofen/00017_sanafenACE.JPEG,390,377,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/03_GenfarAcetaminofen/00020_genfarACE.JPEG,244,420,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/03_GenfarAcetaminofen/00021_genfarACE.JPEG,301,486,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/03_GenfarAcetaminofen/00022_genfarACE.JPEG,579,951,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/03_GenfarAcetaminofen/00003_genfarACE.JPEG,229,527,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/03_GenfarAcetaminofen/00016_genfarACE.JPEG,213,475,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/03_GenfarAcetaminofen/00019_genfarACE.JPEG,1149,1255,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/03_GenfarAcetaminofen/00011_genfarACE.JPEG,496,553,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/03_GenfarAcetaminofen/00004_genfarACE.JPEG,501,1110,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/03_GenfarAcetaminofen/00005_genfarACE.JPEG,262,368,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/03_GenfarAcetaminofen/00010_genfarACE.JPEG,483,529,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/03_GenfarAcetaminofen/00018_genfarACE.JPEG,444,589,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/03_GenfarAcetaminofen/00017_genfarACE.JPEG,454,604,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/03_GenfarAcetaminofen/00002_genfarACE.JPEG,252,563,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/03_GenfarAcetaminofen/00015_genfarACE.JPEG,778,1271,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/03_GenfarAcetaminofen/00008_genfarACE.JPEG,592,838,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/03_GenfarAcetaminofen/00007_genfarACE.JPEG,305,423,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/03_GenfarAcetaminofen/00012_genfarACE.JPEG,1036,1132,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/03_GenfarAcetaminofen/00013_genfarACE.JPEG,386,654,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/03_GenfarAcetaminofen/00006_genfarACE.JPEG,297,407,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/03_GenfarAcetaminofen/00009_genfarACE.JPEG,474,544,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/03_GenfarAcetaminofen/00001_genfarACE.JPEG,364,792,JPEG,RGB,8
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset1/03_GenfarAcetaminofen/00014_genfarACE.JPEG,364,649,JPEG,RGB,8
