imagen_path,width,height,formato,modo,bits,brillo,saturation
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00007_descongelACE_resized._aug2.JPEG,256,256,JPEG,RGB,8,172.73193359375,151.16363525390625
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00018_descongelACE_resized._aug3.JPEG,256,256,JPEG,RGB,8,159.7652587890625,166.48532104492188
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00012_descongelACE_resized.JPEG,256,256,JPEG,RGB,8,193.29632568359375,139.7919921875
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00009_descongelACE_resized._aug4.JPEG,256,256,JPEG,RGB,8,148.723388671875,152.42137145996094
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00030_descongelACE_resized._aug0.JPEG,256,256,JPEG,RGB,8,200.97171020507812,146.87571716308594
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00030_descongelACE_resized._aug1.JPEG,256,256,JPEG,RGB,8,206.49269104003906,154.73971557617188
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00016_descongelACE_resized._aug4.JPEG,256,256,JPEG,RGB,8,193.45523071289062,157.1375274658203
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00018_descongelACE_resized._aug2.JPEG,256,256,JPEG,RGB,8,162.39564514160156,167.2031707763672
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00007_descongelACE_resized._aug3.JPEG,256,256,JPEG,RGB,8,163.44505310058594,144.00253295898438
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00015_descongelACE_resized.JPEG,256,256,JPEG,RGB,8,167.50662231445312,153.65505981445312
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00034_descongelACE_resized._aug3.JPEG,256,256,JPEG,RGB,8,159.55990600585938,168.98992919921875
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00003_descongelACE_resized._aug1.JPEG,256,256,JPEG,RGB,8,200.54588317871094,153.37271118164062
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00025_descongelACE_resized._aug4.JPEG,256,256,JPEG,RGB,8,167.27247619628906,166.5009765625
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00011_descongelACE_resized._aug1.JPEG,256,256,JPEG,RGB,8,183.60885620117188,144.9036865234375
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00026_descongelACE_resized._aug3.JPEG,256,256,JPEG,RGB,8,233.1312713623047,160.220947265625
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00033_descongelACE_resized.JPEG,256,256,JPEG,RGB,8,120.22193908691406,176.7794189453125
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00015_descongelACE_resized._aug3.JPEG,256,256,JPEG,RGB,8,174.46408081054688,143.14080810546875
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00022_descongelACE_resized._aug1.JPEG,256,256,JPEG,RGB,8,154.9740753173828,170.4701385498047
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00004_descongelACE_resized._aug4.JPEG,256,256,JPEG,RGB,8,178.5659942626953,156.5229034423828
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00008_descongelACE_resized.JPEG,256,256,JPEG,RGB,8,168.58056640625,153.43365478515625
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00031_descongelACE_resized._aug3.JPEG,256,256,JPEG,RGB,8,145.5999298095703,168.2761993408203
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00006_descongelACE_resized._aug1.JPEG,256,256,JPEG,RGB,8,20.293182373046875,164.73974609375
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00019_descongelACE_resized._aug0.JPEG,256,256,JPEG,RGB,8,184.65548706054688,150.92105102539062
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00020_descongelACE_resized._aug4.JPEG,256,256,JPEG,RGB,8,156.31077575683594,153.79641723632812
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00026_descongelACE_resized.JPEG,256,256,JPEG,RGB,8,192.55123901367188,158.89083862304688
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00035_descongelACE_resized._aug1.JPEG,256,256,JPEG,RGB,8,151.90414428710938,169.22445678710938
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00013_descongelACE_resized._aug4.JPEG,256,256,JPEG,RGB,8,190.5618438720703,161.99180603027344
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00002_descongelACE_resized._aug3.JPEG,256,256,JPEG,RGB,8,191.53944396972656,152.5450439453125
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00010_descongelACE_resized._aug3.JPEG,256,256,JPEG,RGB,8,92.44076538085938,125.07968139648438
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00027_descongelACE_resized._aug1.JPEG,256,256,JPEG,RGB,8,187.3590087890625,167.10000610351562
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00001_descongelACE_resized._aug4.JPEG,256,256,JPEG,RGB,8,200.43557739257812,163.95974731445312
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00014_descongelACE_resized._aug1.JPEG,256,256,JPEG,RGB,8,213.7103729248047,163.83432006835938
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00032_descongelACE_resized._aug4.JPEG,256,256,JPEG,RGB,8,161.17469787597656,172.4375
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00023_descongelACE_resized._aug3.JPEG,256,256,JPEG,RGB,8,194.39361572265625,159.1338653564453
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00004_descongelACE_resized._aug3.JPEG,256,256,JPEG,RGB,8,177.71095275878906,156.57139587402344
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00015_descongelACE_resized._aug4.JPEG,256,256,JPEG,RGB,8,193.67544555664062,154.14747619628906
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00033_descongelACE_resized._aug1.JPEG,256,256,JPEG,RGB,8,136.94090270996094,171.7382049560547
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00026_descongelACE_resized._aug4.JPEG,256,256,JPEG,RGB,8,227.65660095214844,161.0050506591797
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00028_descongelACE_resized._aug2.JPEG,256,256,JPEG,RGB,8,216.2709197998047,156.42491149902344
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00005_descongelACE_resized.JPEG,256,256,JPEG,RGB,8,186.02655029296875,159.87203979492188
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00023_descongelACE_resized.JPEG,256,256,JPEG,RGB,8,162.59356689453125,163.4937744140625
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00025_descongelACE_resized._aug3.JPEG,256,256,JPEG,RGB,8,165.63653564453125,166.45175170898438
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00034_descongelACE_resized._aug4.JPEG,256,256,JPEG,RGB,8,160.7432861328125,173.7015380859375
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00012_descongelACE_resized._aug1.JPEG,256,256,JPEG,RGB,8,218.94281005859375,140.15188598632812
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00007_descongelACE_resized._aug4.JPEG,256,256,JPEG,RGB,8,175.06019592285156,156.2287139892578
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00021_descongelACE_resized._aug1.JPEG,256,256,JPEG,RGB,8,148.8974151611328,145.82290649414062
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00016_descongelACE_resized._aug3.JPEG,256,256,JPEG,RGB,8,189.61715698242188,156.02618408203125
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00009_descongelACE_resized._aug2.JPEG,256,256,JPEG,RGB,8,144.1439971923828,152.101806640625
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00023_descongelACE_resized._aug4.JPEG,256,256,JPEG,RGB,8,197.83645629882812,159.6881103515625
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00005_descongelACE_resized._aug1.JPEG,256,256,JPEG,RGB,8,207.80406188964844,157.25726318359375
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00032_descongelACE_resized._aug3.JPEG,256,256,JPEG,RGB,8,164.04129028320312,170.64024353027344
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00001_descongelACE_resized._aug3.JPEG,256,256,JPEG,RGB,8,190.90017700195312,163.6233673095703
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00018_descongelACE_resized.JPEG,256,256,JPEG,RGB,8,144.36326599121094,166.24839782714844
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00010_descongelACE_resized._aug4.JPEG,256,256,JPEG,RGB,8,93.62542724609375,126.12370300292969
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00029_descongelACE_resized._aug0.JPEG,256,256,JPEG,RGB,8,199.2273712158203,152.38134765625
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00002_descongelACE_resized._aug4.JPEG,256,256,JPEG,RGB,8,227.6459197998047,170.02439880371094
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00024_descongelACE_resized._aug1.JPEG,256,256,JPEG,RGB,8,163.7142333984375,142.89549255371094
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00013_descongelACE_resized._aug3.JPEG,256,256,JPEG,RGB,8,193.10150146484375,160.74046325683594
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00020_descongelACE_resized._aug3.JPEG,256,256,JPEG,RGB,8,157.16213989257812,150.13511657714844
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00008_descongelACE_resized._aug0.JPEG,256,256,JPEG,RGB,8,171.6361083984375,151.6579132080078
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00031_descongelACE_resized._aug4.JPEG,256,256,JPEG,RGB,8,134.91729736328125,166.81495666503906
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00017_descongelACE_resized._aug1.JPEG,256,256,JPEG,RGB,8,205.4301300048828,166.07723999023438
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00010_descongelACE_resized.JPEG,256,256,JPEG,RGB,8,91.04931640625,127.7296142578125
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00017_descongelACE_resized._aug0.JPEG,256,256,JPEG,RGB,8,225.13052368164062,165.5155029296875
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00017_descongelACE_resized.JPEG,256,256,JPEG,RGB,8,196.4483642578125,167.3834991455078
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00008_descongelACE_resized._aug1.JPEG,256,256,JPEG,RGB,8,160.77008056640625,139.3650360107422
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00020_descongelACE_resized._aug2.JPEG,256,256,JPEG,RGB,8,159.68667602539062,155.44093322753906
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00013_descongelACE_resized._aug2.JPEG,256,256,JPEG,RGB,8,191.72377014160156,160.47251892089844
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00024_descongelACE_resized._aug0.JPEG,256,256,JPEG,RGB,8,174.96031188964844,167.58277893066406
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00029_descongelACE_resized._aug1.JPEG,256,256,JPEG,RGB,8,203.1522979736328,159.01898193359375
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00001_descongelACE_resized._aug2.JPEG,256,256,JPEG,RGB,8,176.5458526611328,162.58621215820312
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00032_descongelACE_resized._aug2.JPEG,256,256,JPEG,RGB,8,166.15037536621094,170.7677001953125
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00005_descongelACE_resized._aug0.JPEG,256,256,JPEG,RGB,8,210.35845947265625,157.6501922607422
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00031_descongelACE_resized.JPEG,256,256,JPEG,RGB,8,128.22659301757812,181.17532348632812
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00009_descongelACE_resized._aug3.JPEG,256,256,JPEG,RGB,8,143.04248046875,151.93817138671875
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00016_descongelACE_resized._aug2.JPEG,256,256,JPEG,RGB,8,204.6754608154297,161.8647918701172
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00018_descongelACE_resized._aug4.JPEG,256,256,JPEG,RGB,8,164.82528686523438,168.30740356445312
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00021_descongelACE_resized._aug0.JPEG,256,256,JPEG,RGB,8,159.33189392089844,152.68011474609375
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00012_descongelACE_resized._aug0.JPEG,256,256,JPEG,RGB,8,207.78433227539062,136.63636779785156
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00024_descongelACE_resized.JPEG,256,256,JPEG,RGB,8,176.55860900878906,161.16273498535156
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00025_descongelACE_resized._aug2.JPEG,256,256,JPEG,RGB,8,164.54473876953125,170.3367462158203
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00028_descongelACE_resized._aug3.JPEG,256,256,JPEG,RGB,8,210.02662658691406,154.95980834960938
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00002_descongelACE_resized.JPEG,256,256,JPEG,RGB,8,189.30943298339844,173.2775421142578
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00033_descongelACE_resized._aug0.JPEG,256,256,JPEG,RGB,8,138.82936096191406,171.44151306152344
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00004_descongelACE_resized._aug2.JPEG,256,256,JPEG,RGB,8,167.48165893554688,142.7244415283203
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00030_descongelACE_resized._aug4.JPEG,256,256,JPEG,RGB,8,206.609130859375,154.57611083984375
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00003_descongelACE_resized.JPEG,256,256,JPEG,RGB,8,193.9236602783203,164.5470733642578
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00009_descongelACE_resized._aug0.JPEG,256,256,JPEG,RGB,8,148.9424591064453,153.15353393554688
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00016_descongelACE_resized._aug1.JPEG,256,256,JPEG,RGB,8,194.1101531982422,157.35208129882812
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00021_descongelACE_resized._aug3.JPEG,256,256,JPEG,RGB,8,162.47842407226562,161.51177978515625
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00012_descongelACE_resized._aug3.JPEG,256,256,JPEG,RGB,8,222.8751220703125,140.7191925048828
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00003_descongelACE_resized._aug4.JPEG,256,256,JPEG,RGB,8,201.7187042236328,150.8340606689453
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00025_descongelACE_resized._aug1.JPEG,256,256,JPEG,RGB,8,161.45635986328125,164.138427734375
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00028_descongelACE_resized._aug0.JPEG,256,256,JPEG,RGB,8,216.64248657226562,153.4368438720703
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00011_descongelACE_resized._aug4.JPEG,256,256,JPEG,RGB,8,206.5255126953125,163.14443969726562
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00033_descongelACE_resized._aug3.JPEG,256,256,JPEG,RGB,8,141.2280731201172,166.62939453125
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00022_descongelACE_resized._aug4.JPEG,256,256,JPEG,RGB,8,154.18113708496094,171.63668823242188
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00025_descongelACE_resized.JPEG,256,256,JPEG,RGB,8,144.5305938720703,164.33543395996094
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00004_descongelACE_resized._aug1.JPEG,256,256,JPEG,RGB,8,178.2704315185547,160.75291442871094
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00017_descongelACE_resized._aug3.JPEG,256,256,JPEG,RGB,8,201.84854125976562,161.15121459960938
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00008_descongelACE_resized._aug2.JPEG,256,256,JPEG,RGB,8,171.5980682373047,149.11715698242188
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00006_descongelACE_resized._aug4.JPEG,256,256,JPEG,RGB,8,16.635910034179688,180.61737060546875
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00020_descongelACE_resized._aug1.JPEG,256,256,JPEG,RGB,8,153.0701141357422,145.340087890625
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00035_descongelACE_resized._aug4.JPEG,256,256,JPEG,RGB,8,146.56588745117188,171.21923828125
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00013_descongelACE_resized._aug1.JPEG,256,256,JPEG,RGB,8,170.38902282714844,146.40444946289062
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00024_descongelACE_resized._aug3.JPEG,256,256,JPEG,RGB,8,179.2158660888672,162.59869384765625
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00030_descongelACE_resized.JPEG,256,256,JPEG,RGB,8,205.8123321533203,160.02049255371094
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00016_descongelACE_resized.JPEG,256,256,JPEG,RGB,8,177.45046997070312,153.24893188476562
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00029_descongelACE_resized._aug2.JPEG,256,256,JPEG,RGB,8,206.36061096191406,165.08453369140625
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00027_descongelACE_resized._aug4.JPEG,256,256,JPEG,RGB,8,163.13778686523438,165.86468505859375
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00001_descongelACE_resized._aug1.JPEG,256,256,JPEG,RGB,8,196.83547973632812,163.83895874023438
