imagen_path,width,height,formato,modo,bits,b,g,r,hue,brillo,saturation
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00026_descongelACE_resized._aug2.JPEG,256,256,JPEG,RGB,8,38.208526611328125,145.0027618408203,157.43919372558594,26.138412475585938,193.66209411621094,158.28614807128906
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00011_descongelACE_resized._aug0.JPEG,256,256,JPEG,RGB,8,30.963104248046875,127.0654296875,159.13931274414062,28.164413452148438,213.43504333496094,163.71295166015625
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00028_descongelACE_resized._aug4.JPEG,256,256,JPEG,RGB,8,22.466293334960938,102.05726623535156,130.1367950439453,24.239242553710938,193.17897033691406,133.17933654785156
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00003_descongelACE_resized._aug0.JPEG,256,256,JPEG,RGB,8,19.648101806640625,129.5763397216797,157.34066772460938,30.602645874023438,227.20986938476562,162.61529541015625
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00034_descongelACE_resized._aug2.JPEG,256,256,JPEG,RGB,8,61.26203918457031,151.45724487304688,168.77261352539062,30.9908447265625,171.13670349121094,172.9731903076172
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00007_descongelACE_resized._aug2.JPEG,256,256,JPEG,RGB,8,44.974578857421875,136.60597229003906,151.05606079101562,26.575698852539062,172.73193359375,151.16363525390625
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00018_descongelACE_resized._aug3.JPEG,256,256,JPEG,RGB,8,64.16888427734375,145.31289672851562,165.1890869140625,29.4842529296875,159.7652587890625,166.48532104492188
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00012_descongelACE_resized.JPEG,256,256,JPEG,RGB,8,38.84825134277344,112.69729614257812,136.3985595703125,29.857421875,193.29632568359375,139.7919921875
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00009_descongelACE_resized._aug4.JPEG,256,256,JPEG,RGB,8,60.43421936035156,135.8784637451172,152.11839294433594,26.547714233398438,148.723388671875,152.42137145996094
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00030_descongelACE_resized._aug0.JPEG,256,256,JPEG,RGB,8,30.374603271484375,112.05299377441406,144.58938598632812,24.778778076171875,200.97171020507812,146.87571716308594
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00030_descongelACE_resized._aug1.JPEG,256,256,JPEG,RGB,8,32.36033630371094,112.37510681152344,151.89158630371094,22.467056274414062,206.49269104003906,154.73971557617188
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00016_descongelACE_resized._aug4.JPEG,256,256,JPEG,RGB,8,36.4652099609375,139.36477661132812,156.45162963867188,29.58685302734375,193.45523071289062,157.1375274658203
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00018_descongelACE_resized._aug2.JPEG,256,256,JPEG,RGB,8,62.70381164550781,145.72320556640625,165.9494171142578,29.40118408203125,162.39564514160156,167.2031707763672
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00007_descongelACE_resized._aug3.JPEG,256,256,JPEG,RGB,8,43.274017333984375,130.25161743164062,143.88755798339844,25.482086181640625,163.44505310058594,144.00253295898438
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00015_descongelACE_resized.JPEG,256,256,JPEG,RGB,8,53.0965576171875,134.9449462890625,153.30398559570312,25.258224487304688,167.50662231445312,153.65505981445312
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00034_descongelACE_resized._aug3.JPEG,256,256,JPEG,RGB,8,66.78663635253906,149.3610382080078,164.46397399902344,31.8531494140625,159.55990600585938,168.98992919921875
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00003_descongelACE_resized._aug1.JPEG,256,256,JPEG,RGB,8,30.532623291015625,126.02833557128906,149.11573791503906,30.301071166992188,200.54588317871094,153.37271118164062
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00025_descongelACE_resized._aug4.JPEG,256,256,JPEG,RGB,8,57.93853759765625,150.44032287597656,166.19549560546875,24.35015869140625,167.27247619628906,166.5009765625
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00011_descongelACE_resized._aug1.JPEG,256,256,JPEG,RGB,8,35.35447692871094,118.28665161132812,141.1750030517578,27.569686889648438,183.60885620117188,144.9036865234375
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00026_descongelACE_resized._aug3.JPEG,256,256,JPEG,RGB,8,14.154815673828125,143.19969177246094,159.4066925048828,26.115707397460938,233.1312713623047,160.220947265625
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00033_descongelACE_resized.JPEG,256,256,JPEG,RGB,8,97.74615478515625,159.3633270263672,173.5019989013672,31.590087890625,120.22193908691406,176.7794189453125
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00015_descongelACE_resized._aug3.JPEG,256,256,JPEG,RGB,8,42.27680969238281,124.12252807617188,142.77781677246094,24.959426879882812,174.46408081054688,143.14080810546875
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00022_descongelACE_resized._aug1.JPEG,256,256,JPEG,RGB,8,61.582366943359375,157.18069458007812,170.35928344726562,26.383392333984375,154.9740753173828,170.4701385498047
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00004_descongelACE_resized._aug4.JPEG,256,256,JPEG,RGB,8,45.652862548828125,140.73204040527344,156.43301391601562,25.862777709960938,178.5659942626953,156.5229034423828
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00008_descongelACE_resized.JPEG,256,256,JPEG,RGB,8,48.89268493652344,139.03907775878906,153.36805725097656,26.107528686523438,168.58056640625,153.43365478515625
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00031_descongelACE_resized._aug3.JPEG,256,256,JPEG,RGB,8,70.51420593261719,150.39572143554688,165.18380737304688,29.512313842773438,145.5999298095703,168.2761993408203
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00006_descongelACE_resized._aug1.JPEG,256,256,JPEG,RGB,8,160.98406982421875,161.92745971679688,160.209228515625,46.57701110839844,20.293182373046875,164.73974609375
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00019_descongelACE_resized._aug0.JPEG,256,256,JPEG,RGB,8,38.30485534667969,133.92123413085938,150.04690551757812,30.912124633789062,184.65548706054688,150.92105102539062
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00020_descongelACE_resized._aug4.JPEG,256,256,JPEG,RGB,8,61.61114501953125,134.66506958007812,150.05081176757812,26.183303833007812,156.31077575683594,153.79641723632812
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00026_descongelACE_resized.JPEG,256,256,JPEG,RGB,8,39.19435119628906,145.59368896484375,158.02139282226562,26.16839599609375,192.55123901367188,158.89083862304688
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00035_descongelACE_resized._aug1.JPEG,256,256,JPEG,RGB,8,74.75347900390625,144.45033264160156,164.11492919921875,31.0469970703125,151.90414428710938,169.22445678710938
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00013_descongelACE_resized._aug4.JPEG,256,256,JPEG,RGB,8,45.22334289550781,129.77198791503906,158.48353576660156,24.870025634765625,190.5618438720703,161.99180603027344
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00002_descongelACE_resized._aug3.JPEG,256,256,JPEG,RGB,8,33.59979248046875,134.83506774902344,144.31893920898438,29.716033935546875,191.53944396972656,152.5450439453125
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00010_descongelACE_resized._aug3.JPEG,256,256,JPEG,RGB,8,81.44377136230469,112.71147155761719,123.95011901855469,21.77294921875,92.44076538085938,125.07968139648438
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00027_descongelACE_resized._aug1.JPEG,256,256,JPEG,RGB,8,46.64179992675781,149.21861267089844,166.48268127441406,25.751251220703125,187.3590087890625,167.10000610351562
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00001_descongelACE_resized._aug4.JPEG,256,256,JPEG,RGB,8,36.713775634765625,125.20237731933594,163.15972900390625,22.704421997070312,200.43557739257812,163.95974731445312
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00014_descongelACE_resized._aug1.JPEG,256,256,JPEG,RGB,8,30.527114868164062,127.99847412109375,158.9746551513672,30.12762451171875,213.7103729248047,163.83432006835938
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00032_descongelACE_resized._aug4.JPEG,256,256,JPEG,RGB,8,63.33204650878906,152.80897521972656,169.99884033203125,27.282135009765625,161.17469787597656,172.4375
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00023_descongelACE_resized._aug3.JPEG,256,256,JPEG,RGB,8,40.44059753417969,124.33279418945312,156.49935913085938,24.620391845703125,194.39361572265625,159.1338653564453
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00004_descongelACE_resized._aug3.JPEG,256,256,JPEG,RGB,8,47.89994812011719,139.74635314941406,156.46937561035156,25.514678955078125,177.71095275878906,156.57139587402344
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00015_descongelACE_resized._aug4.JPEG,256,256,JPEG,RGB,8,37.609466552734375,131.84152221679688,153.80044555664062,24.333251953125,193.67544555664062,154.14747619628906
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00033_descongelACE_resized._aug1.JPEG,256,256,JPEG,RGB,8,80.54600524902344,151.772705078125,169.68112182617188,27.05938720703125,136.94090270996094,171.7382049560547
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00026_descongelACE_resized._aug4.JPEG,256,256,JPEG,RGB,8,17.996856689453125,145.32577514648438,160.1028594970703,26.39703369140625,227.65660095214844,161.0050506591797
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00028_descongelACE_resized._aug2.JPEG,256,256,JPEG,RGB,8,23.681976318359375,121.49931335449219,153.03944396972656,25.504867553710938,216.2709197998047,156.42491149902344
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00005_descongelACE_resized.JPEG,256,256,JPEG,RGB,8,47.031585693359375,135.58837890625,156.06338500976562,27.71917724609375,186.02655029296875,159.87203979492188
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00023_descongelACE_resized.JPEG,256,256,JPEG,RGB,8,64.05450439453125,136.28057861328125,160.55545043945312,26.989669799804688,162.59356689453125,163.4937744140625
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00025_descongelACE_resized._aug3.JPEG,256,256,JPEG,RGB,8,58.926116943359375,150.6190185546875,166.14218139648438,24.369888305664062,165.63653564453125,166.45175170898438
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00034_descongelACE_resized._aug4.JPEG,256,256,JPEG,RGB,8,70.731201171875,154.1471405029297,168.59994506835938,32.603546142578125,160.7432861328125,173.7015380859375
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00012_descongelACE_resized._aug1.JPEG,256,256,JPEG,RGB,8,25.222732543945312,106.08551025390625,135.6664581298828,31.591949462890625,218.94281005859375,140.15188598632812
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00007_descongelACE_resized._aug4.JPEG,256,256,JPEG,RGB,8,45.26469421386719,141.20127868652344,156.13095092773438,26.298553466796875,175.06019592285156,156.2287139892578
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00021_descongelACE_resized._aug1.JPEG,256,256,JPEG,RGB,8,56.272247314453125,124.03607177734375,143.04302978515625,27.8743896484375,148.8974151611328,145.82290649414062
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00016_descongelACE_resized._aug3.JPEG,256,256,JPEG,RGB,8,37.94328308105469,138.48159790039062,155.37071228027344,29.310287475585938,189.61715698242188,156.02618408203125
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00009_descongelACE_resized._aug2.JPEG,256,256,JPEG,RGB,8,64.57740783691406,136.19970703125,151.84564208984375,26.679611206054688,144.1439971923828,152.101806640625
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00023_descongelACE_resized._aug4.JPEG,256,256,JPEG,RGB,8,38.47312927246094,124.21830749511719,156.89834594726562,24.381454467773438,197.83645629882812,159.6881103515625
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00005_descongelACE_resized._aug1.JPEG,256,256,JPEG,RGB,8,31.560256958007812,126.43014526367188,153.74156188964844,24.765472412109375,207.80406188964844,157.25726318359375
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00032_descongelACE_resized._aug3.JPEG,256,256,JPEG,RGB,8,60.743194580078125,150.29428100585938,167.82749938964844,27.284393310546875,164.04129028320312,170.64024353027344
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00001_descongelACE_resized._aug3.JPEG,256,256,JPEG,RGB,8,43.532867431640625,127.42240905761719,162.900146484375,24.152206420898438,190.90017700195312,163.6233673095703
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00018_descongelACE_resized.JPEG,256,256,JPEG,RGB,8,74.78739929199219,147.3573760986328,165.0555419921875,28.38812255859375,144.36326599121094,166.24839782714844
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00010_descongelACE_resized._aug4.JPEG,256,256,JPEG,RGB,8,80.24406433105469,113.67288208007812,125.29490661621094,20.517288208007812,93.62542724609375,126.12370300292969
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00029_descongelACE_resized._aug0.JPEG,256,256,JPEG,RGB,8,30.433120727539062,122.37310791015625,148.2177734375,30.848037719726562,199.2273712158203,152.38134765625
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00002_descongelACE_resized._aug4.JPEG,256,256,JPEG,RGB,8,20.58251953125,143.8673553466797,160.15328979492188,27.45098876953125,227.6459197998047,170.02439880371094
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00024_descongelACE_resized._aug1.JPEG,256,256,JPEG,RGB,8,39.583282470703125,129.02566528320312,142.7704315185547,24.63067626953125,163.7142333984375,142.89549255371094
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00013_descongelACE_resized._aug3.JPEG,256,256,JPEG,RGB,8,43.26921081542969,126.46966552734375,157.55801391601562,24.2222900390625,193.10150146484375,160.74046325683594
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00020_descongelACE_resized._aug3.JPEG,256,256,JPEG,RGB,8,59.48893737792969,131.44131469726562,146.41786193847656,26.5941162109375,157.16213989257812,150.13511657714844
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00008_descongelACE_resized._aug0.JPEG,256,256,JPEG,RGB,8,45.02973937988281,137.46701049804688,151.57432556152344,26.85162353515625,171.6361083984375,151.6579132080078
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00031_descongelACE_resized._aug4.JPEG,256,256,JPEG,RGB,8,78.02313232421875,151.3238983154297,163.25389099121094,31.498260498046875,134.91729736328125,166.81495666503906
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00017_descongelACE_resized._aug1.JPEG,256,256,JPEG,RGB,8,35.425537109375,134.45059204101562,161.85195922851562,30.591110229492188,205.4301300048828,166.07723999023438
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00010_descongelACE_resized.JPEG,256,256,JPEG,RGB,8,83.70474243164062,115.19364929199219,126.44012451171875,21.863693237304688,91.04931640625,127.7296142578125
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00017_descongelACE_resized._aug0.JPEG,256,256,JPEG,RGB,8,21.95068359375,126.79110717773438,160.93373107910156,31.646331787109375,225.13052368164062,165.5155029296875
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00017_descongelACE_resized.JPEG,256,256,JPEG,RGB,8,42.23052978515625,137.58375549316406,163.32659912109375,31.246414184570312,196.4483642578125,167.3834991455078
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00008_descongelACE_resized._aug1.JPEG,256,256,JPEG,RGB,8,42.23252868652344,126.30856323242188,139.27354431152344,25.392654418945312,160.77008056640625,139.3650360107422
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00020_descongelACE_resized._aug2.JPEG,256,256,JPEG,RGB,8,59.626739501953125,136.0813446044922,151.37648010253906,26.401123046875,159.68667602539062,155.44093322753906
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00013_descongelACE_resized._aug2.JPEG,256,256,JPEG,RGB,8,43.94964599609375,127.38615417480469,157.13140869140625,24.7113037109375,191.72377014160156,160.47251892089844
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00024_descongelACE_resized._aug0.JPEG,256,256,JPEG,RGB,8,46.616546630859375,152.3785400390625,167.48414611816406,25.878387451171875,174.96031188964844,167.58277893066406
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00029_descongelACE_resized._aug1.JPEG,256,256,JPEG,RGB,8,33.20237731933594,128.1175994873047,154.95379638671875,31.287445068359375,203.1522979736328,159.01898193359375
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00001_descongelACE_resized._aug2.JPEG,256,256,JPEG,RGB,8,52.98089599609375,130.57989501953125,161.46148681640625,25.70904541015625,176.5458526611328,162.58621215820312
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00032_descongelACE_resized._aug2.JPEG,256,256,JPEG,RGB,8,58.9488525390625,150.1405792236328,168.10206604003906,26.820327758789062,166.15037536621094,170.7677001953125
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00005_descongelACE_resized._aug0.JPEG,256,256,JPEG,RGB,8,29.547073364257812,125.6575927734375,154.6915740966797,23.911849975585938,210.35845947265625,157.6501922607422
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00031_descongelACE_resized.JPEG,256,256,JPEG,RGB,8,94.49008178710938,165.72499084472656,176.56011962890625,34.29475402832031,128.22659301757812,181.17532348632812
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00009_descongelACE_resized._aug3.JPEG,256,256,JPEG,RGB,8,64.57913208007812,136.1151885986328,151.67286682128906,26.553573608398438,143.04248046875,151.93817138671875
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00016_descongelACE_resized._aug2.JPEG,256,256,JPEG,RGB,8,33.17189025878906,142.8729705810547,161.0068817138672,31.019302368164062,204.6754608154297,161.8647918701172
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00018_descongelACE_resized._aug4.JPEG,256,256,JPEG,RGB,8,61.926361083984375,146.14306640625,166.96519470214844,29.591659545898438,164.82528686523438,168.30740356445312
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00021_descongelACE_resized._aug0.JPEG,256,256,JPEG,RGB,8,55.6966552734375,128.89483642578125,149.62184143066406,28.9639892578125,159.33189392089844,152.68011474609375
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00012_descongelACE_resized._aug0.JPEG,256,256,JPEG,RGB,8,29.717086791992188,106.71441650390625,132.88601684570312,30.966339111328125,207.78433227539062,136.63636779785156
/Users/chocoplot/Documents/codeLAB/signal_Recognition/python/Proyecto/datasets/Dataset_Final/01_Descongel/00024_descongelACE_resized.JPEG,256,256,JPEG,RGB,8,46.8702392578125,145.1382598876953,161.0372772216797,25.282943725585938,176.55860900878906,161.16273498535156
